steps pressure_avg pressure_std
3450 0.0517832 0.000695897
3500 0.0515765 0.000716363
3550 0.0516234 0.000707757
3600 0.0517038 0.000702473
3650 0.0515114 0.000719007
3700 0.0514189 0.000715227
3750 0.0513032 0.000715043
3800 0.0513286 0.000706027
3850 0.0513399 0.000696889
3900 0.0512864 0.000689977
3950 0.0512112 0.000685326
4000 0.051121 0.00068269
4050 0.0510947 0.000674722
4100 0.0510213 0.000670472
4150 0.0510081 0.000662475
4200 0.0508924 0.000664684
4250 0.050983 0.000663027
4300 0.0509615 0.000655624
4350 0.0509814 0.00064835
4400 0.0509639 0.00064118
4450 0.0508774 0.000639804
4500 0.0508685 0.000632718
4550 0.0509099 0.000627096
4600 0.0509321 0.000620637
4650 0.0509591 0.000614524
4700 0.0509791 0.000608279
4750 0.050993 0.000602003
4800 0.050986 0.000595741
4850 0.051042 0.00059222
4900 0.0510233 0.000586443
4950 0.0508907 0.000595447
5000 0.0507828 0.000599253
5050 0.0506556 0.000606778
5100 0.05065 0.000600825
5150 0.0507321 0.000600595
5200 0.0507872 0.000597337
5250 0.0507862 0.000591622
5300 0.0507846 0.000586016
5350 0.0507499 0.000581548
5400 0.0507756 0.00057671
5450 0.0507852 0.000571475
5500 0.0508028 0.000566531
5550 0.0508531 0.000563654
5600 0.0508355 0.000558878
5650 0.0507508 0.00056034
5700 0.0507509 0.000555403
5750 0.0508069 0.000553398
5800 0.0507563 0.000550933
5850 0.0507644 0.000546263
5900 0.0507063 0.000544722
5950 0.0507673 0.000543561
6000 0.0507529 0.000539204
6050 0.0507387 0.000534917
6100 0.0507018 0.000531797
6150 0.0507198 0.000527764
6200 0.0507165 0.0005235
6250 0.0507701 0.000522048
6300 0.0508042 0.000519011
6350 0.0508387 0.000516066
6400 0.0508412 0.000512024
6450 0.0508227 0.000508375
6500 0.0508419 0.000504813
6550 0.0507611 0.000507422
6600 0.0507121 0.000505937
6650 0.0508206 0.000513696
6700 0.0508198 0.000509849
6750 0.0507827 0.000507421
6800 0.0507592 0.000504224
6850 0.0507676 0.000500601
6900 0.0508115 0.000498891
6950 0.0508032 0.000495358
7000 0.0508763 0.000497218
7050 0.0508616 0.000493898
7100 0.0508463 0.000490646
7150 0.0508431 0.000487213
7200 0.0508791 0.000485159
7250 0.0509654 0.000489465
7300 0.0509601 0.00048613
7350 0.0509229 0.000484241
7400 0.0508987 0.000481566
7450 0.0508443 0.000481404
7500 0.0508613 0.000478486
7550 0.050855 0.000475349
7600 0.050812 0.000474166
7650 0.0508083 0.000471071
7700 0.0507962 0.000468157
7750 0.0507744 0.000465641
7800 0.0507739 0.000462647
7850 0.0507821 0.000459763
7900 0.0507594 0.000457406
7950 0.0507378 0.000455032
8000 0.0507026 0.000453547
8050 0.0506762 0.000451495
8100 0.0507119 0.000450114
8150 0.0507644 0.000450414
8200 0.0507759 0.000447807
8250 0.0507685 0.000445146
8300 0.0507882 0.000442893
8350 0.050832 0.000442412
8400 0.0508337 0.000439773
8450 0.0508108 0.000437763
8500 0.0508056 0.000435211
8550 0.0508495 0.000434882
8600 0.0508489 0.000432346
8650 0.0508922 0.000432021
8700 0.0508233 0.000435029
8750 0.0507758 0.000435135
8800 0.0508198 0.000434894
8850 0.0509157 0.000442932
8900 0.0509282 0.000440613
8950 0.0509101 0.000438518
9000 0.0508842 0.000436846
9050 0.0509145 0.000435484
9100 0.050944 0.000434088
9150 0.0509207 0.000432336
9200 0.0508858 0.000431398
9250 0.0508909 0.00042909
9300 0.0508605 0.000427857
9350 0.0508496 0.000425703
9400 0.0508184 0.000424576
9450 0.050803 0.000422606
9500 0.0508124 0.000420481
9550 0.0508113 0.000418275
9600 0.0508275 0.000416403
9650 0.0507629 0.000419251
9700 0.050736 0.000417951
9750 0.0507663 0.000416909
9800 0.0507488 0.000415145
9850 0.0507141 0.00041449
9900 0.0506882 0.000413208
9950 0.0507117 0.0004118
10000 0.0507156 0.000409754
